0.5363012 4.855441 8.983045 0.0
0.45968673 4.7788267 9.174581 0.018
-0.32561144 4.9416323 8.580819 0.038
-0.38307226 4.9799395 8.111555 0.059
0.31603462 4.9895163 8.63828 0.078
0.8714894 4.7884035 9.11712 0.097
0.80445176 4.6926355 8.983045 0.117
0.076614454 4.673482 8.561666 0.137
0.0 4.7022123 8.350976 0.157
0.12449849 4.7309427 7.929596 0.177
0.58418524 4.711789 8.159439 0.197
1.3982137 4.414908 9.528923 0.218
0.6895301 4.759673 9.758766 0.237
0.05746084 4.7500963 8.973468 0.257
0.0 4.721366 8.255207 0.277
0.06703765 4.8267107 7.632715 0.298
0.16280572 4.903325 7.479486 0.317
0.8619126 4.6255975 9.289502 0.337
0.9864111 3.6870706 9.624691 0.357
-0.06703765 5.48751 8.801085 0.379
0.22984336 4.4915223 8.236053 0.398
0.21068975 4.807557 7.747637 0.417
0.02873042 4.76925 7.776367 0.437
0.02873042 4.7309427 8.6095495 0.458
0.5267244 4.55856 9.481039 0.477
0.31603462 4.596867 9.5385 0.499
0.25857377 4.5777135 8.8777 0.518
0.24899697 4.5394063 8.178593 0.537
0.0 4.510676 7.881712 0.557
0.0 4.6160207 7.9008656 0.58
0.20111294 4.606444 8.437167 0.597
0.58418524 4.367024 9.107543 0.62
0.5267244 4.462792 8.992621 0.656
0.17238252 4.510676 8.312668 0.662
0.10534488 4.548983 8.0924015 0.677
0.38307226 4.6255975 8.197746 0.697
0.545878 4.453215 8.159439 0.717
0.63206923 4.3478703 8.169016 0.737
0.6799533 4.3766007 8.274361 0.757
0.545878 4.5202527 8.580819 0.778
0.51714754 4.5872903 8.599973 0.797
0.5363012 4.5777135 8.513782 0.817
0.58418524 4.6351743 8.599973 0.841
0.5554548 4.5777135 8.954314 0.857
0.7278373 4.3957543 9.212888 0.877
1.0055647 4.4340615 9.308656 0.902
0.9768343 4.501099 9.155427 0.917
0.91937345 4.5298295 8.896853 0.937
0.9672575 4.4340615 8.6095495 0.958
0.82360536 4.405331 8.494628 0.978
0.6799533 4.309563 8.63828 0.997
1.8004397 4.510676 10.036493 1.018
1.1971009 4.501099 9.576807 1.037
0.30645782 4.3382936 9.586384 1.059
0.35434186 4.7500963 9.442732 1.077
0.2777274 4.5777135 9.452309 1.099
0.39264908 4.4244847 9.069236 1.118
0.5650316 4.3766007 9.030929 1.142
0.89064306 4.4340615 8.992621 1.157
0.8619126 4.5872903 8.561666 1.183
0.6703765 4.721366 8.264784 1.197
0.641646 3.9743748 8.226477 1.217
-0.019153614 4.663905 8.00621 1.241
-0.1436521 4.903325 8.37013 1.259
0.4309563 3.8881836 7.967903 1.277
1.1683705 3.6391866 8.197746 1.297
0.47884035 3.8115692 8.599973 1.317
-0.08619126 3.8019924 9.021352 1.337
0.48841715 2.882619 8.322245 1.357
1.5131354 2.1643584 7.479486 1.377
3.3806129 2.2122424 8.303091 1.397
3.9073372 3.0071173 7.642292 1.417
1.8004397 2.8634653 7.9104424 1.437
2.3080103 3.7062242 9.279925 1.458
1.9919758 2.3463178 7.5944076 1.478
1.2545617 2.9592333 5.841852 1.498
2.6240451 2.4229321 6.6367273 1.517
2.8443117 2.384625 5.4300494 1.537
2.528277 1.9536686 6.5026517 1.557
3.6104562 0.4213795 10.0748005 1.578
0.89064306 0.39264908 7.747637 1.598
1.7621324 0.12449849 5.602432 1.617
5.535394 -0.22026655 7.326257 1.638
5.793968 0.17238252 6.646304 1.659
5.401319 -0.5746084 5.056554 1.678
4.8937483 -1.2641385 6.789956 1.697
3.1603463 -1.8004397 9.107543 1.718
3.2752678 -2.0398598 8.408437 1.737
6.3302693 -2.2218192 5.7269306 1.757
7.2113357 -2.9496565 4.098873 1.777
5.6120086 -3.1411927 4.7405195 1.798
4.367024 -3.7253778 5.8226986 1.817
3.5817258 -4.2521024 7.4986396 1.837
5.0374002 -5.161899 6.0621185 1.857
6.789956 -5.650316 4.2042184 1.877
8.24563 -6.2823853 4.012682 1.897
8.159439 -6.6175733 4.6255975 1.918
7.153875 -6.8665705 4.31914 1.937
6.4643445 -7.019799 2.9496565 1.957
6.646304 -7.5944076 1.484405 1.98
6.9240313 -9.414001 0.39264908 1.997
8.810662 -10.601525 0.7757214 2.017
9.375694 -11.204864 1.7238252 2.037
9.854534 -11.032481 4.0892963 2.057
11.291056 -11.204864 5.90889 2.077
11.87524 -10.362105 5.305551 2.098
11.84651 -9.481039 3.620033 2.117
12.038046 -8.6574335 2.5378537 2.137
11.903971 -7.920019 2.087744 2.157
11.501745 -7.2783732 1.7717092 2.179
10.840945 -6.933608 1.0055647 2.198
9.854534 -6.646304 0.41180268 2.217
8.66701 -6.2728086 0.06703765 2.237
8.226477 -6.7612257 -0.32561144 2.257
8.025364 -6.9719152 0.17238252 2.281
8.00621 -6.081272 1.091756 2.297
8.226477 -6.1195793 0.81402856 2.317
8.054094 -6.1195793 0.24899697 2.338
7.5465236 -6.1866174 0.06703765 2.357
